"","target.let","neighbour.let","weights"
"466","Alfortville","Bry-sur-Marne",0.636493542406925
"467","Alfortville","Montreuil",0.617494804948642
"468","Alfortville","Crosne",0.605684630028967
"469","Alfortville","Ablon-sur-Seine",0.596142616196568
"470","Alfortville","Cachan",0.574564401980869
"471","Alfortville","Fresnes",0.572160723299519
"472","Alfortville","Bourg-la-Reine",0.568998306860233
"473","Alfortville","Le Perreux-sur-Marne",0.562683436776696
"474","Alfortville","Charenton-le-Pont",0.55139491385386
"475","Alfortville","Arcueil",0.465937475411707
"476","Alfortville","Villiers-sur-Marne",0.46529715090033
"477","Alfortville","Fontenay-aux-Roses",0.448304383754725
"478","Alfortville","Rosny-sous-Bois",0.421280183684546
"479","Alfortville","Thiais",0.413842138034282
"480","Alfortville","Gentilly",0.41375713993468
"481","Alfortville","Chennevières-sur-Marne",0.409295670109874
"482","Alfortville","Athis-Mons",0.370668358835968
"483","Alfortville","Nogent-sur-Marne",0.337750819288858
"484","Alfortville","Les Lilas",0.335617933554429
"485","Alfortville","Le Pré-Saint-Gervais",0.323785643068975
"486","Alfortville","Antony",0.323075646580082
"487","Alfortville","Bagneux",0.274170508013559
"488","Alfortville","Châtillon",0.273592220922446
"489","Alfortville","Neuilly-Plaisance",0.196655333596583
"490","Alfortville","Romainville",0.191190727962302
"491","Alfortville","Villemomble",0.181140805157299
"492","Alfortville","Vigneux-sur-Seine",0.172260598026093
"493","Alfortville","Noisy-le-Sec",0.168007164365313
"494","Alfortville","Le Plessis-Robinson",0.163518248749656
"495","Alfortville","Noisy-le-Grand",0.156502320457143
"496","Alfortville","Juvisy-sur-Orge",0.137954294013743
"497","Alfortville","Bondy",0.101834000388929
"498","Alfortville","Le Plessis-Trévise",0.0847847519788112
"499","Alfortville","Morangis",0.0753981187506038
"500","Alfortville","Brunoy",0.0382108762512466
"501","Allainville","Allainville",1
"502","Allainville","Paray-Douaville",0.998889422817994
"503","Allainville","Authon-la-Plaine",0.993573660557698
"504","Allainville","Saint-Escobille",0.987089751206922
"505","Allainville","Chatignonville",0.98550235365709
"506","Allainville","Boinville-le-Gaillard",0.9730862169702
"507","Allainville","Mérobert",0.946820948531287
"508","Allainville","Orsonville",0.944201375517162
"509","Allainville","Plessis-Saint-Benoist",0.923496836299333
"510","Allainville","Congerville-Thionville",0.900970524903574
"511","Allainville","Richarville",0.899915930238582
"512","Allainville","Ablis",0.873610444008664
"513","Allainville","Saint-Martin-de-Bréthencourt",0.814771862955268
"514","Allainville","La Forêt-le-Roi",0.759252316660865
"515","Allainville","Monnerville",0.757673134170606
"516","Allainville","Boutervilliers",0.739338017119123
